Wall time,Step,Value
1602677652.4876926,1,0.027329545468091965
1602677652.6354477,3,0.06653223186731339
1602677652.779218,5,0.034433141350746155
1602677652.8923218,6,0.06624963134527206
1602677652.9765182,8,0.019180316478013992
1602677653.140179,10,0.027490580454468727
1602677653.251528,11,0.0661725103855133
1602677653.307943,12,0.0348961167037487
1602677653.3695788,13,0.03929845988750458
1602677653.4013982,14,0.019023612141609192
1602677653.5110848,15,0.0660647302865982
1602677653.5944064,16,0.05350976437330246
1602677653.6377275,17,0.027024108916521072
1602677653.6768076,18,0.02306472882628441
1602677653.7195168,19,0.0267878919839859
1602677653.7471907,20,0.014764056541025639
1602677653.810258,21,0.038868967443704605
1602677653.9256852,22,0.06952477991580963
1602677654.0543864,24,0.014495782554149628
1602677654.1754467,25,0.07164967805147171
1602677654.2390587,27,0.014803974889218807
1602677654.4484892,30,0.035133566707372665
1602677654.5120635,31,0.04308044910430908
1602677654.6092446,32,0.06332623958587646
1602677654.6291244,33,0.011049672029912472
1602677654.719557,34,0.060030434280633926
1602677654.923101,36,0.07197985053062439
1602677655.0639205,39,0.0426824577152729
1602677655.0945044,40,0.01870053820312023
1602677655.2083423,42,0.023138204589486122
1602677655.3143253,43,0.06866490095853806
1602677655.3502705,44,0.022758370265364647
1602677655.46794,45,0.0742422491312027
1602677655.5036628,46,0.023400772362947464
1602677655.5227916,47,0.01098400354385376
1602677655.6807077,49,0.042924635112285614
1602677655.6994257,50,0.011008541099727154
1602677655.9107044,53,0.06957942992448807
1602677656.0135882,54,0.06616799533367157
1602677656.125037,55,0.07199753820896149
1602677656.189218,56,0.042571768164634705
1602677656.2638826,57,0.050170090049505234
1602677656.4262435,60,0.027360398322343826
1602677656.5166545,61,0.058682456612586975
1602677656.607778,62,0.05962613597512245
1602677656.7141888,63,0.068904809653759
1602677656.8273299,64,0.0719141811132431
1602677656.8800616,65,0.0354284942150116
1602677656.9927647,66,0.07158375531435013
1602677657.1020422,67,0.0686413049697876
1602677657.161881,68,0.03944731131196022
1602677657.1807237,69,0.010927078314125538
1602677657.2456691,71,0.03132765740156174
1602677657.3212113,72,0.050081830471754074
1602677657.3403704,73,0.010735352523624897
1602677657.41976,74,0.053463395684957504
1602677657.5794642,76,0.0722198486328125
1602677657.6162465,77,0.023233801126480103
1602677657.7161655,78,0.052845776081085205
1602677657.7769659,79,0.03103722631931305
1602677657.9271712,81,0.046173643320798874
1602677657.9760969,82,0.02716646157205105
1602677658.171641,84,0.05315646156668663
1602677658.21977,85,0.023349624127149582
1602677658.3601944,86,0.06598863750696182
1602677658.4291682,87,0.031011337414383888
1602677658.4770691,88,0.02737063355743885
1602677658.563324,89,0.04929988831281662
1602677658.613617,91,0.014712868258357048
1602677658.6967945,92,0.05317816510796547
1602677658.7701757,93,0.045829061418771744
1602677658.8368828,94,0.04283083975315094
1602677658.9336238,96,0.023206567391753197
1602677659.1425571,99,0.011158931069076061
1602677659.162629,100,0.010909284465014935
1602677659.2068534,101,0.026540184393525124
1602677659.328702,102,0.0718696340918541
1602677659.5505538,104,0.06624230742454529
1602677659.5951216,105,0.02654346264898777
