Wall time,Step,Value
1602616693.4262497,42,0.7454662919044495
1602616693.9623284,45,0.8576578497886658
1602616701.0332296,71,1.1614902019500732
1602616707.9609454,94,0.542203962802887
1602616727.9493914,167,0.947749137878418
1602616744.993765,229,0.7493430972099304
1602616746.4779718,234,0.6347753405570984
1602616752.7928648,255,0.760192334651947
1602616757.447642,273,1.08513605594635
1602616767.9824543,308,0.6899964213371277
1602616768.5334916,310,0.6423777341842651
1602616770.8940256,318,0.7564626336097717
1602616811.1233375,474,0.6921473741531372
1602616827.9641,536,1.3115278482437134
1602616839.2638571,579,0.9044826626777649
1602616841.2833536,586,0.8318220376968384
1602616854.0612316,634,1.4164233207702637
1602616857.8843691,647,1.4194010496139526
1602616876.4620874,714,1.2899962663650513
1602616879.0558586,722,1.5840630531311035
1602616900.204454,802,0.670329213142395
1602616901.3441331,808,0.6778967976570129
1602616908.7696505,836,1.1287240982055664
1602616947.5216663,971,1.254133939743042
1602616959.5956967,1014,1.4947954416275024
1602616972.0328605,1066,1.1134047508239746
1602616983.296032,1104,1.5795658826828003
1602617005.6370244,1180,1.256232738494873
1602617028.8169065,1261,1.6248071193695068
1602617043.8121195,1316,1.0995121002197266
1602617045.0719867,1319,1.098690390586853
1602617049.6139562,1333,1.3065922260284424
1602617050.9675865,1337,1.3653569221496582
1602617063.110936,1385,1.2157769203186035
1602617065.08144,1392,1.2452354431152344
1602617077.095681,1436,1.4876911640167236
1602617084.070376,1466,1.6195833683013916
1602617106.8415527,1552,1.0610895156860352
1602617116.153649,1584,1.1156748533248901
1602617143.8242366,1691,1.2706711292266846
1602617155.5918517,1734,1.6866958141326904
1602617156.1832178,1737,1.5077320337295532
1602617183.9105825,1844,1.4275267124176025
1602617192.6866965,1877,1.1244306564331055
1602617202.4522862,1917,1.1667555570602417
1602617212.0523694,1947,1.1803853511810303
1602617237.3973756,2036,1.3766406774520874
1602617255.6204276,2096,1.1173499822616577
1602617283.7302732,2199,0.964341938495636
1602617291.399385,2231,1.5840539932250977
1602617299.9774687,2262,1.5008599758148193
1602617312.2452981,2307,1.3148683309555054
1602617334.420606,2389,1.202091932296753
1602617347.7893689,2436,1.2597038745880127
1602617352.0810332,2453,1.5401214361190796
1602617352.5727568,2455,1.4953824281692505
1602617354.2233598,2460,1.5416934490203857
1602617361.0987241,2485,1.491626262664795
1602617361.4382718,2486,1.4523192644119263
1602617364.908165,2498,1.2657941579818726
1602617366.0930245,2503,1.1869471073150635
1602617374.420931,2532,1.6494413614273071
1602617420.8476055,2685,1.1643648147583008
1602617436.0642128,2740,1.0833618640899658
1602617503.3160975,2967,1.4189308881759644
1602617525.134739,3038,1.3837409019470215
1602617525.8619292,3041,1.3361786603927612
1602617558.9970338,3161,1.0970364809036255
1602617579.5806565,3230,0.9674625396728516
1602617584.5883577,3246,1.2327079772949219
1602617584.761298,3247,1.307654619216919
1602617598.8080175,3305,0.9303533434867859
1602617646.555883,3480,1.0821837186813354
1602617682.917147,3618,1.5473829507827759
1602617683.2906282,3620,1.462775468826294
1602617696.533035,3670,1.6278780698776245
1602617717.8843083,3741,1.482187032699585
1602617740.5143733,3814,1.422532081604004
1602617742.4852812,3821,1.412339210510254
1602617773.9209933,3928,1.199001669883728
1602617781.9690454,3956,1.3942171335220337
1602617804.7558708,4036,1.3942557573318481
1602617820.2526114,4098,1.4140092134475708
1602617847.6490514,4196,1.3804410696029663
1602617857.3119123,4232,1.5573726892471313
1602617882.6297486,4317,1.3489272594451904
1602617906.515886,4400,1.2536619901657104
1602617931.490795,4492,1.1388628482818604
1602617936.2194655,4509,1.0590708255767822
1602617978.8154464,4664,1.2827320098876953
1602617979.7444198,4668,0.9002889394760132
1602617981.9788444,4676,1.3129281997680664
1602618012.3962617,4788,1.2055308818817139
1602618016.1847637,4802,1.4254751205444336
1602618026.54593,4840,1.30973482131958
1602618040.3732705,4894,1.329837441444397
1602618061.2757266,4971,1.5357959270477295
1602618085.7188342,5052,1.3008944988250732
1602618101.2649865,5106,1.310585618019104
1602618110.2057257,5134,1.4202224016189575
1602618168.8413086,5345,1.2879180908203125
1602618172.820029,5359,1.2631256580352783
1602618190.5801563,5420,1.4293218851089478
1602618226.295577,5549,1.0880920886993408
1602618263.2388983,5679,1.0984621047973633
1602618275.3946898,5723,1.3420143127441406
1602618297.846975,5808,1.1351772546768188
1602618312.3518925,5864,1.5008444786071777
1602618313.7942817,5871,1.4970500469207764
1602618321.8855445,5907,1.796748399734497
1602618345.7527394,5990,1.403526782989502
1602618381.9441128,6131,1.3538898229599
1602618400.3262277,6200,1.302361249923706
1602618407.0790672,6219,1.5226991176605225
1602618425.4800243,6289,1.3659327030181885
1602618431.3183904,6312,1.0121722221374512
1602618447.8858168,6376,1.307599425315857
1602618488.4124794,6520,1.5662450790405273
1602618505.2187772,6574,1.163173794746399
1602618513.2732427,6603,1.5730102062225342
1602618538.274126,6696,1.2654412984848022
1602618539.3710787,6699,1.3902521133422852
1602618542.0773392,6711,1.4323457479476929
1602618580.2288907,6854,1.322560429573059
1602618612.6893744,6966,1.1219009160995483
1602618654.6935797,7114,1.2357755899429321
1602618666.2621071,7155,1.3474888801574707
1602618707.9515676,7311,1.570041298866272
1602618727.5626354,7382,1.115403175354004
1602618747.4547362,7450,0.8789980411529541
1602618750.3588972,7460,1.369895577430725
1602618751.0808086,7463,1.3672232627868652
1602618755.0864778,7478,1.2393685579299927
1602618762.9000702,7511,0.9312393069267273
1602618812.9877553,7693,1.1795309782028198
1602618838.1560318,7788,0.9866613745689392
1602618841.3231268,7798,0.8558578491210938
1602618852.4415762,7833,1.2673801183700562
1602618894.3778014,7991,1.4329190254211426
1602618915.4726677,8066,1.284525990486145
1602618946.4014504,8180,1.3522638082504272
1602618957.6255805,8221,1.3410873413085938
1602618999.9635522,8363,1.4029121398925781
1602619001.0440288,8368,1.413221836090088
1602619003.8456151,8377,1.5126830339431763
1602619028.537675,8470,1.338456153869629
1602619036.176313,8498,1.2297322750091553
1602619039.1836634,8508,1.215463399887085
1602619065.3067417,8601,1.107361912727356
1602619075.8555367,8635,1.340341329574585
1602619140.279052,8878,1.3537497520446777
1602619146.6565843,8907,1.2362157106399536
1602619152.2649121,8928,1.473122477531433
1602619153.9492517,8935,1.1646486520767212
1602619170.3986819,8993,1.4972429275512695
1602619243.35678,9260,1.4102944135665894
1602619259.0840764,9316,1.089884877204895
1602619269.1763244,9348,1.3382681608200073
1602619291.2773588,9435,1.4511078596115112
1602619300.684271,9468,1.3909519910812378
1602619326.4019134,9554,0.959228515625
1602619329.507954,9567,0.9543904662132263
1602619351.5111263,9657,1.2552635669708252
1602619357.8077679,9680,1.1483757495880127
1602619361.2003047,9698,0.9341385960578918
1602619399.9123983,9843,1.1692427396774292
1602619415.2034926,9907,1.2035605907440186
1602619462.0368962,10084,1.8056575059890747
1602619513.98065,10276,1.3589357137680054
1602619515.9403439,10283,1.5769150257110596
1602619546.954084,10399,0.9581999778747559
1602619566.306548,10479,1.0818663835525513
1602619578.399521,10522,1.367563009262085
1602619600.7051218,10607,1.1632297039031982
1602619608.4757028,10638,1.3121826648712158
1602619613.1289668,10654,1.1720834970474243
1602619627.3100867,10711,1.265583872795105
1602619638.9778473,10757,1.5622327327728271
1602619639.1055186,10758,1.3768261671066284
1602619644.789215,10780,1.1703481674194336
1602619659.0791302,10841,1.3622987270355225
1602619661.6336277,10850,1.537500262260437
1602619677.0508792,10902,1.184532880783081
1602619677.8487532,10905,1.2257640361785889
1602619687.929479,10943,1.2568689584732056
1602619693.5496795,10966,1.3369204998016357
1602619696.011214,10974,1.012660264968872
1602619708.870926,11020,1.28591787815094
1602619729.640226,11102,1.0415747165679932
1602619734.694704,11121,1.2396528720855713
1602619754.4388747,11198,1.4118304252624512
1602619769.011381,11260,1.0873892307281494
1602619810.014477,11419,1.2216286659240723
1602619825.2567134,11472,1.5535117387771606
1602619830.0635512,11492,1.487431526184082
1602619838.543432,11523,1.0725399255752563
1602619840.596304,11532,1.354297399520874
1602619848.231489,11566,1.116470456123352
1602619870.2446463,11648,0.8297479748725891
1602619880.8921258,11685,1.2089096307754517
1602619899.5909803,11759,1.0728380680084229
1602619931.132856,11873,1.3572942018508911
1602619954.899785,11969,1.08247971534729
1602619956.2885098,11974,1.2193886041641235
1602619965.1198971,12010,1.6498563289642334
1602619972.5158324,12041,1.5764518976211548
1602619998.6000264,12138,1.4774096012115479
1602620004.0878305,12164,1.200382113456726
1602620008.3436198,12184,1.0856786966323853
1602620036.548511,12290,1.4076436758041382
1602620066.2806613,12405,1.2863718271255493
1602620080.1886232,12458,1.0703504085540771
1602620134.8300211,12671,1.2121964693069458
1602620185.229465,12877,1.486762523651123
1602620201.6302845,12939,1.0732183456420898
1602620221.9124498,13017,1.2112374305725098
1602620225.723186,13034,1.1364351511001587
1602620232.8561375,13061,0.9359222650527954
1602620237.963778,13082,1.354833722114563
1602620241.4387586,13094,1.4673453569412231
1602620245.3217096,13109,1.6080193519592285
1602620279.1595356,13239,1.1206327676773071
1602620324.590676,13402,1.4477511644363403
1602620325.343919,13406,1.4465467929840088
1602620349.839203,13504,1.2787401676177979
1602620361.3186457,13546,1.0983092784881592
1602620373.8011317,13597,1.1417797803878784
1602620380.0261765,13620,1.2886000871658325
1602620394.806925,13679,1.5239078998565674
1602620428.0290072,13810,1.0484408140182495
1602620446.7840574,13884,1.4021004438400269
1602620496.320974,14080,1.1444205045700073
1602620530.6336195,14221,0.9709070324897766
1602620547.785764,14287,1.5433616638183594
1602620549.303147,14294,1.4520578384399414
1602620555.569004,14320,1.4178664684295654
1602620559.7593334,14338,1.4641287326812744
1602620575.4868317,14397,1.366141438484192
1602620586.940166,14447,1.4458673000335693
1602620636.8894994,14632,1.4114385843276978
1602620638.1624248,14638,1.3130896091461182
1602620645.3029516,14668,1.4481627941131592
1602620647.8858643,14677,1.4438730478286743
1602620650.826169,14687,1.593238353729248
1602620673.8118882,14779,1.2599108219146729
1602620675.4977942,14788,1.374603033065796
1602620680.5804243,14809,1.3822734355926514
1602620697.039966,14873,1.4654452800750732
1602620702.9079943,14892,1.2891814708709717
1602620750.9432814,15090,1.5508308410644531
1602620773.4117155,15180,1.2630680799484253
1602620795.3744562,15266,0.9801623225212097
1602620809.6185355,15324,1.381133794784546
1602620847.910361,15473,1.146488904953003
1602620848.4068985,15475,1.3352679014205933
1602620855.88778,15507,1.4227389097213745
1602620864.467596,15538,1.3654927015304565
1602620915.1849694,15740,1.3696156740188599
1602620921.6506934,15764,1.2941558361053467
