Wall time,Step,Value
1602616693.4294116,42,0.7808883190155029
1602616693.964851,45,0.8013476729393005
1602616701.0396981,71,0.7622196078300476
1602616707.9652045,94,0.683013916015625
1602616727.9527156,167,0.719883918762207
1602616745.0000443,229,0.6879535913467407
1602616746.488828,234,0.8773483037948608
1602616752.8018415,255,0.7849304676055908
1602616757.4519203,273,0.9367578625679016
1602616767.9894903,308,0.8930196166038513
1602616768.540825,310,0.9260767102241516
1602616770.896283,318,0.9395279884338379
1602616811.1263082,474,0.8990391492843628
1602616827.969752,536,0.9251869916915894
1602616839.271817,579,0.9165363907814026
1602616841.291637,586,0.9401066899299622
1602616854.0676405,634,0.929089367389679
1602616857.8928177,647,0.9546656608581543
1602616876.4724395,714,0.9540271162986755
1602616879.0643303,722,0.9747570157051086
1602616900.212669,802,0.9584945440292358
1602616901.3467937,808,0.9465727806091309
1602616908.7801094,836,0.9581069946289062
1602616947.527927,971,0.932960569858551
1602616959.6013098,1014,0.9404668211936951
1602616972.0425003,1066,0.8984671831130981
1602616983.3046176,1104,0.8714360594749451
1602617005.645236,1180,0.9178544878959656
1602617028.822073,1261,0.8658958077430725
1602617043.8199255,1316,0.9030013084411621
1602617045.0799792,1319,0.8882423639297485
1602617049.6203363,1333,0.8608121871948242
1602617050.9719942,1337,0.8692333102226257
1602617063.1135232,1385,0.879676103591919
1602617065.084168,1392,0.8781019449234009
1602617077.1040695,1436,0.8945931792259216
1602617084.0808127,1466,0.8616312146186829
1602617106.8495166,1552,0.8364312052726746
1602617116.158261,1584,0.8507421016693115
1602617143.8305283,1691,0.8893008828163147
1602617155.5983152,1734,0.8368040323257446
1602617156.1924605,1737,0.8743799328804016
1602617183.9127445,1844,0.8401751518249512
1602617192.6938515,1877,0.8274868130683899
1602617202.4606717,1917,0.8398211002349854
1602617212.0593233,1947,0.8128725290298462
1602617237.4068806,2036,0.8701257109642029
1602617255.630518,2096,0.8569186925888062
1602617283.7341185,2199,0.8905588388442993
1602617291.4060543,2231,0.8751267790794373
1602617299.9798625,2262,0.8558638095855713
1602617312.248246,2307,0.8703392744064331
1602617334.4261603,2389,0.8994380235671997
1602617347.797917,2436,0.8905720710754395
1602617352.0912774,2453,0.8751521110534668
1602617352.5783625,2455,0.8651442527770996
1602617354.2262385,2460,0.8719630837440491
1602617361.1027372,2485,0.8673397302627563
1602617361.443924,2486,0.8672683238983154
1602617364.9120665,2498,0.8702197074890137
1602617366.1024554,2503,0.8741029500961304
1602617374.4249263,2532,0.8706781268119812
1602617420.8559773,2685,0.8686282634735107
1602617436.0746033,2740,0.9048131108283997
1602617503.325428,2967,0.913685142993927
1602617525.1436749,3038,0.909136950969696
1602617525.871452,3041,0.895380437374115
1602617559.003682,3161,0.9205945730209351
1602617579.5904853,3230,0.9104347229003906
1602617584.5946786,3246,0.9136971831321716
1602617584.765668,3247,0.913053572177887
1602617598.8125608,3305,0.9265069961547852
1602617646.5598507,3480,0.8874146342277527
1602617682.920894,3618,0.9166384935379028
1602617683.296722,3620,0.8751861453056335
1602617696.5367749,3670,0.8851332068443298
1602617717.8893566,3741,0.9026892781257629
1602617740.524421,3814,0.895870566368103
1602617742.492698,3821,0.9232496023178101
1602617773.9290576,3928,0.8889429569244385
1602617781.973282,3956,0.9384436011314392
1602617804.7602856,4036,0.8906974792480469
1602617820.2613623,4098,0.9190629124641418
1602617847.6520166,4196,0.868791937828064
1602617857.3159418,4232,0.873684287071228
1602617882.634813,4317,0.9115229249000549
1602617906.5218573,4400,0.8913967609405518
1602617931.4961202,4492,0.8863137364387512
1602617936.2246141,4509,0.8823513388633728
1602617978.8216076,4664,0.8967074751853943
1602617979.748354,4668,0.9015784859657288
1602617981.9876084,4676,0.899648904800415
1602618012.4030898,4788,0.8418639302253723
1602618016.189501,4802,0.8859460949897766
1602618026.554756,4840,0.8831893801689148
1602618040.3767564,4894,0.8752254247665405
1602618061.27948,4971,0.8070523142814636
