Wall time,Step,Value
1594998858.8379512,0,0.04428395628929138
1595001117.117824,1,0.03627480939030647
1595003388.8652437,2,0.03262818232178688
1595005614.9541373,3,0.030444014817476273
1595007784.7780457,4,0.028626618906855583
1595009982.9607117,5,0.027654483914375305
1595012185.9205728,6,0.025857359170913696
1595014362.3516328,7,0.022392835468053818
1595016537.9242425,8,0.019488921388983727
1595018737.30472,9,0.018277818337082863
1595020921.0973876,10,0.017332028597593307
1595023123.901632,11,0.016243427991867065
1595025335.8599823,12,0.01529740821570158
1595027534.150077,13,0.014546439051628113
1595029740.035407,14,0.013984384015202522
1595031847.0140424,15,0.013517222367227077
1595034023.4970899,16,0.013091751374304295
1595036132.5145967,17,0.012795696035027504
1595038260.7231674,18,0.01247391290962696
1595040372.998286,19,0.012169797904789448
1595042536.9801216,20,0.011817295104265213
1595044670.296558,21,0.011468397453427315
1595046797.7562466,22,0.011098644696176052
1595048942.2359347,23,0.010678066872060299
1595051076.4305801,24,0.010225050151348114
1595053223.6179063,25,0.009787201881408691
1595055435.3923557,26,0.009245543740689754
1595057617.7679083,27,0.008775089867413044
1595059803.0313687,28,0.008294982835650444
1595061957.009069,29,0.00786024983972311
1595064146.2258062,30,0.007355233654379845
1595066382.2072105,31,0.006915665697306395
1595068544.9702878,32,0.0065080816857516766
1595070635.783561,33,0.006221285089850426
1595072643.6290174,34,0.0057844906114041805
1595074652.8619702,35,0.005399039015173912
1595076742.5533824,36,0.005063709802925587
1595078983.7653468,37,0.004689224995672703
1595080997.5096602,38,0.004452903289347887
1595082816.0958912,39,0.00420042360201478
1595084638.5974889,40,0.003960090689361095
1595086456.545678,41,0.0036656444426625967
1595088262.7675433,42,0.0034084380604326725
1595090111.5843916,43,0.0031523911748081446
1595091940.3038943,44,0.0029617417603731155
1595093770.5941293,45,0.0026541047263890505
1595095578.0825214,46,0.0024456109385937452
1595097385.619995,47,0.0022287669125944376
1595099223.769464,48,0.002053274307399988
1595101080.6622636,49,0.0019312960794195533
1595103037.4425375,50,0.0018651578575372696
1595104983.7387984,51,0.0016950161661952734
1595106924.5310292,52,0.0017398454947397113
1595108737.507657,53,0.0016298412811011076
1595110416.7296717,54,0.0015868216287344694
1595112117.2846003,55,0.0014920405810698867
1595113852.8766308,56,0.0014893432380631566
1595115590.6660283,57,0.0013996975030750036
1595117322.4153287,58,0.0013113252352923155
1595119048.7317472,59,0.001338691683486104
1595120767.9597468,60,0.0012750296154990792
1595122436.1003487,61,0.001197379664517939
1595124169.5266292,62,0.0011874905321747065
1595125908.449068,63,0.0011931840563192964
1595127644.3193707,64,0.0011306683300063014
1595129372.4462914,65,0.0011080503463745117
1595131105.9509947,66,0.0010570032754912972
1595132834.4010088,67,0.0010565283009782434
1595134538.0702934,68,0.00103160145226866
1595136265.9538004,69,0.0010465107625350356
1595137998.7673988,70,0.0010669199982658029
1595139732.9590123,71,0.0009496807469986379
1595141477.380638,72,0.0009545097127556801
1595143165.1999633,73,0.0008847899152897298
1595144892.4649367,74,0.0009173062862828374
1595146620.0277636,75,0.0008562019211240113
1595148349.4201803,76,0.0008474557544104755
1595150078.2989233,77,0.0008125571766868234
1595151812.7144272,78,0.0008494523353874683
1595153549.69404,79,0.0008107719477266073
1595155283.008767,80,0.0008367561385966837
1595156985.2534664,81,0.0007778744911774993
1595158749.6499267,82,0.0007684666197746992
1595160525.6588151,83,0.0008179008145816624
1595162646.9758143,84,0.0007381074829027057
1595164874.7663558,85,0.0007854676223360002
1595167049.370741,86,0.0007164984126575291
1595168918.8633947,87,0.0006302081164903939
1595170777.1756132,88,0.0007552318274974823
1595172675.6104922,89,0.0007037392351776361
1595174574.5123858,90,0.0006890194490551949
1595176493.0628264,91,0.0006479118019342422
1595178349.0909405,92,0.0006523086922243237
1595180279.5624425,93,0.0007436228333972394
1595182157.6905596,94,0.0006601994973607361
1595184059.087442,95,0.0006520678871311247
1595185953.859267,96,0.0006077566649764776
1595187856.3123863,97,0.0006186099490150809
1595189965.7444706,98,0.0006193853914737701
1595192073.2756217,99,0.0006109432433731854
